l_all,lat,lon
"Mosquera,Cundinamarca,Colombia",4.6802367,-74.22967129999999
"Gratamira,Suba,Zona Noroccidental,Bogotá D.C,Cundinamarca,Colombia",4.72751,-74.07472
"El Tunal,Tunjuelito,Zona Sur,Bogotá D.C,Cundinamarca,Colombia",4.5720763,-74.1342726
"Dos Quebradas,Risaralda,Colombia",4.8318256,-75.68056779999999
"Pontevedra ,Suba,Zona Noroccidental,Bogotá D.C,Cundinamarca,Colombia",4.7010637,-74.0777442
"Marly,Chapinero,Zona Chapinero,Bogotá D.C,Cundinamarca,Colombia",4.6334388,-74.06599589999999
"Modelia,Fontibón,Zona Occidental,Bogotá D.C,Cundinamarca,Colombia",4.6695391,-74.1173893
"Garzón,Huila,Colombia",2.195403,-75.6274679
"Villas De Granada,Engativa,Zona Occidental,Bogotá D.C,Cundinamarca,Colombia",4.7164642,-74.1225279
"Gran Granada,Suba,Zona Noroccidental,Bogotá D.C,Cundinamarca,Colombia",4.7215963,-74.1284003
"Anapoima,Cundinamarca,Colombia",4.548941999999999,-74.535235
"Santa Ana,Usaquén,Zona Norte,Bogotá D.C,Cundinamarca,Colombia",4.6907312,-74.03654709999999
"Chico Navarra,Usaquén,Zona Norte,Bogotá D.C,Cundinamarca,Colombia",4.6882855,-74.05634529999999
"Tibaná,Boyacá,Colombia",5.316775,-73.397943
"La Felicidad,Fontibón,Zona Occidental,Bogotá D.C,Cundinamarca,Colombia",4.660664500000001,-74.1192102
"Libertador,Rafael Uribe Uribe,Zona Sur,Bogotá D.C,Cundinamarca,Colombia",4.5859174,-74.1129847
"San Cayetano,Cundinamarca,Colombia",5.301222,-74.06970199999999
"San Rafael,Antioquia,Colombia",6.2951219,-75.0278664
"Puente Largo,Suba,Zona Noroccidental,Bogotá D.C,Cundinamarca,Colombia",4.6945158,-74.0645273
"El Contador,Usaquén,Zona Norte,Bogotá D.C,Cundinamarca,Colombia",4.7231304,-74.0460927
"Santa Rosa de Cabal,Risaralda,Colombia",4.870121,-75.62239
"Turbaná,Bolívar,Colombia",10.2731618,-75.4430893
"Nilo,Cundinamarca,Colombia",4.307339,-74.619935
"Córdoba,Colombia",8.7509716,-75.8785438
"Las Ferias,Engativa,Zona Occidental,Bogotá D.C,Cundinamarca,Colombia",4.685618,-74.08435229999999
"Santa Cruz,Medellín,Antioquia,Colombia",6.2933582,-75.5582376
"Moniquirá,Boyacá,Colombia",5.875986999999999,-73.57359
"Tenjo,Cundinamarca,Colombia",4.872476,-74.14576989999999
"Robledo,Medellín,Antioquia,Colombia",6.276998799999999,-75.596802
"San Martín,Meta,Colombia",3.698492,-73.697308
"Chico Reservado,Chapinero,Zona Chapinero,Bogotá D.C,Cundinamarca,Colombia",5.026002999999999,-74.0300122
"San Marcos,Sucre,Colombia",8.663761,-75.13268289999999
"Turbaco,Bolívar,Colombia",10.334638,-75.412672
"Restrepo,Meta,Colombia",4.263082,-73.562567
"Normandia,Engativa,Zona Occidental,Bogotá D.C,Cundinamarca,Colombia",4.669267899999999,-74.1056435
"Soledad,Barranquilla,Atlántico,Colombia",10.9601172,-74.7748056
"Génova,Quindío,Colombia",4.2497299,-75.66954
"Cesar,Colombia",9.3372948,-73.65362089999999
"Madrid,Cundinamarca,Colombia",4.7335375,-74.2624115
"Cabrera,Cundinamarca,Colombia",3.9842364,-74.4842232
"La Vega,Cundinamarca,Colombia",5.000528,-74.339439
"Caldas,Antioquia,Colombia",6.0914795,-75.635271
"Andalucía,Valle del Cauca,Colombia",4.168711,-76.16737499999999
"Calarca,Quindío,Colombia",4.5266936,-75.64095739999999
"La Granja,Suba,Zona Noroccidental,Bogotá D.C,Cundinamarca,Colombia",4.697763699999999,-74.0968336
"Roma,Bosa,Zona Suroccidental,Bogotá D.C,Cundinamarca,Colombia",4.6125415,-74.1742726
"El Virrey,Chapinero,Zona Chapinero,Bogotá D.C,Cundinamarca,Colombia",4.67192,-74.0542093
"Girardota,Antioquia,Colombia",6.3774241,-75.44556620000002
"Villa Claudia,Puente Aranda,Zona Centro,Bogotá D.C,Cundinamarca,Colombia",4.616474699999999,-74.1280333
"Centro Internacional,Santa Fe,Zona Centro,Bogotá D.C,Cundinamarca,Colombia",4.6195498,-74.06942719999999
"El Prado,Bucaramanga,Santander,Colombia",7.123391900000001,-73.1119071
"Santa Elena,Medellín,Antioquia,Colombia",6.210174899999999,-75.4982476
"Metropolis,Suba,Zona Noroccidental,Bogotá D.C,Cundinamarca,Colombia",4.7207926,-74.07476799999999
"Sincelejo,Sucre,Colombia",9.3045773,-75.39055669999999
"Ciudad Bolívar,Zona Sur,Bogotá D.C,Cundinamarca,Colombia",4.579524,-74.15742890000001
"Salento,Quindío,Colombia",4.637365,-75.5703107
"Viterbo,Caldas,Colombia",5.0605779,-75.87235600000001
"Marinilla,Antioquia,Colombia",6.1731064,-75.3378851
"Antonia Santos,Bucaramanga,Santander,Colombia",7.122949999999999,-73.1194703
"San Cipriano,Suba,Zona Noroccidental,Bogotá D.C,Cundinamarca,Colombia",4.7453959,-74.0559956
"San Alonso,Bucaramanga,Santander,Colombia",7.1325306,-73.115782
"Cundinamarca,Colombia",5.026002999999999,-74.0300122
"San Mateo,Soacha,Cundinamarca,Colombia",4.5810069,-74.1988555
"Coveñas,Sucre,Colombia",9.403438999999999,-75.68008669999999
"Chiquinquirá,Boyacá,Colombia",5.614775,-73.819571
"Nueva Granada,Barranquilla,Atlántico,Colombia",10.9774888,-74.80318919999999
"Caney,Cali,Valle del Cauca,Colombia",3.383238,-76.51847409999999
"La Soledad ,Teusaquillo,Zona Chapinero,Bogotá D.C,Cundinamarca,Colombia",4.6280492,-74.0755415
"Portales Del Norte,Suba,Zona Noroccidental,Bogotá D.C,Cundinamarca,Colombia",5.026002999999999,-74.0300122
"Santa Sofía,Boyacá,Colombia",5.713960999999999,-73.602068
"Santa Maria Del Lago,Engativa,Zona Occidental,Bogotá D.C,Cundinamarca,Colombia",4.6927031,-74.09389689999999
"Lagos De Cordoba,Suba,Zona Noroccidental,Bogotá D.C,Cundinamarca,Colombia",4.705850799999999,-74.0689331
"Mazuren,Suba,Zona Noroccidental,Bogotá D.C,Cundinamarca,Colombia",4.7366847,-74.05277819999999
"Mirandela ,Suba,Zona Noroccidental,Bogotá D.C,Cundinamarca,Colombia",4.7664909,-74.04543470000002
"La Tebaida,Quindío,Colombia",4.453588,-75.79153
"Parque Central Bavaria,Santa Fe,Zona Centro,Bogotá D.C,Cundinamarca,Colombia",4.6169093,-74.0703446
"Pinar De Suba,Suba,Zona Noroccidental,Bogotá D.C,Cundinamarca,Colombia",4.7474712,-74.08655499999999
"Jardín,Antioquia,Colombia",5.598813199999999,-75.8198172
"Villanueva,Casanare,Colombia",4.611251999999999,-72.92812599999999
"El Rosal,Cundinamarca,Colombia",4.852250000000001,-74.26482399999999
"Prado,Tolima,Colombia",3.74973,-74.92773199999999
"Zona Franca,Fontibón,Zona Occidental,Bogotá D.C,Cundinamarca,Colombia",5.026002999999999,-74.0300122
"20 De Julio,Antonio Nariño,Zona Sur,Bogotá D.C,Cundinamarca,Colombia",5.026002999999999,-74.0300122
"Valle del Cauca,Colombia",3.8008893,-76.64127119999999
